0	0
0.1016	66.5787
0.2032	69.0561
0.304801	70.4314
0.406401	70.893
0.508001	71.5901
0.609601	71.8821
0.711201	72.3342
0.800102	72.5885
0.901702	72.8806
1.0033	73.003
1.1049	73.2385
1.2065	73.4552
1.3081	73.653
1.4097	73.9356
1.5113	74.2653
1.6002	74.4537
1.7018	74.5196
1.8034	74.6326
1.905	74.7645
2.0066	74.887
2.1082	75.0094
2.2098	75.0942
2.3114	75.1696
2.4003	75.1978
2.50191	75.292
2.60351	75.3674
2.70511	75.5558
2.80671	75.6311
2.90831	75.6876
3.00991	75.8855
3.11151	76.0268
3.20041	76.0644
3.30201	76.1775
3.40361	76.1963
3.50521	76.2811
3.60681	76.4412
3.70841	76.5543
3.81001	76.6108
3.91161	76.6579
4.00051	76.7144
4.10211	76.8274
4.20371	76.8651
4.30531	76.931
4.40691	77.0441
4.50851	77.0723
4.61011	77.1194
4.71171	77.1477
4.80061	77.2136
4.90221	77.3361
5.00381	77.3832
5.11811	77.5057
5.20701	77.5151
5.30861	77.6093
5.41021	77.6846
5.51181	77.76
5.60071	77.7977
5.70231	77.8165
5.80391	77.8448
5.90551	77.9295
6.00711	78.0803
6.10871	78.1556
6.21031	78.1933
6.31191	78.2404
6.40081	78.2781
6.50241	78.3534
6.60401	78.3911
6.70561	78.4476
6.80721	78.4853
6.90881	78.5324
7.01041	78.5607
7.11201	78.6643
7.20091	78.7773
7.30251	78.7962
7.40411	78.8244
7.50572	78.8527
7.60732	78.8715
7.70892	78.9375
7.81052	79.0034
7.91212	79.0505
8.00102	79.1353
8.10262	79.1729
8.20422	79.2483
8.30582	79.2954
8.40742	79.3237
8.52172	79.3519
8.61062	79.3613
8.71222	79.3708
8.80112	79.3802
8.90272	79.4084
9.00432	79.4461
9.10592	79.4744
9.20752	79.4744
9.30912	79.5121
9.41072	79.5497
9.51232	79.5874
9.60122	79.6157
9.70282	79.6816
9.80442	79.757
9.90602	79.757
10.0076	79.7852
10.1219	79.8417
10.2108	79.9077
10.3124	79.9359
10.4267	79.9548
10.5029	79.9736
10.6045	80.0301
10.7061	80.0396
10.8077	80.1526
10.9093	80.1903
11.0109	80.228
11.1125	80.2374
11.2014	80.2468
11.303	80.2656
11.4046	80.3316
11.5062	80.3316
11.6078	80.3316
11.7094	80.3504
11.811	80.3787
11.9126	80.4352
12.0015	80.4635
12.1031	80.4729
12.2047	80.5294
12.3063	80.5294
12.4206	80.5482
12.5095	80.5671
12.6111	80.5859
12.7	80.6142
12.8016	80.6518
12.9032	80.6518
13.0048	80.6801
13.1191	80.746
13.208	80.7743
13.3096	80.812
13.4112	80.8497
13.5001	80.8968
13.6017	80.9721
13.7033	80.991
13.8049	81.0475
13.9065	81.0663
14.0081	81.1605
14.1097	81.1794
14.2113	81.1982
14.3002	81.2076
14.4145	81.2359
14.5034	81.2547
14.605	81.283
14.7066	81.3018
14.8082	81.3583
14.9098	81.3772
15.0114	81.4148
15.1003	81.4525
15.2019	81.5373
15.3035	81.575
15.4051	81.5938
15.5067	81.6221
15.6083	81.6598
15.7099	81.7257
15.8115	81.754
15.9004	81.7728
16.002	81.7916
16.1036	81.8105
16.2052	81.8387
16.3068	81.867
16.4084	81.8953
16.51	81.8953
16.6116	81.9424
16.7005	81.9894
16.8021	81.9989
16.9037	82.0365
17.0053	82.0836
17.1069	82.0931
17.2085	82.1496
17.3101	82.159
17.4117	82.2061
17.5006	82.2438
17.6022	82.272
17.7038	82.2909
17.8054	82.2909
17.907	82.3097
18.0086	82.3474
18.1102	82.3945
18.2118	82.4604
18.3007	82.5075
18.4023	82.5452
18.5039	82.5829
18.6055	82.5829
18.7198	82.6017
18.8087	82.6583
18.9103	82.7336
19.0119	82.7524
19.1008	82.7713
19.2024	82.7995
19.304	82.8278
19.4183	82.8466
19.5199	82.9314
19.6215	82.9503
19.7104	82.9597
19.812	82.9785
19.9136	83.0445
20.0025	83.0727
20.1041	83.1387
20.2184	83.1575
20.3073	83.1763
20.4216	83.1952
20.5105	83.2517
20.6121	83.2988
20.701	83.3082
20.8026	83.3176
20.9169	83.3459
21.0185	83.3647
21.1074	83.4213
21.209	83.4307
21.3106	83.4778
21.4122	83.5343
21.5138	83.5625
21.6027	83.5814
21.7043	83.6096
21.8059	83.6379
21.9075	83.6567
22.0091	83.6944
22.1107	83.7227
22.2123	83.7321
22.3266	83.7415
22.4028	83.798
22.5171	83.8357
22.606	83.8546
22.7076	83.9017
22.8092	83.9299
22.9108	83.9393
23.0124	84.0147
23.1013	84.0618
23.2029	84.0712
23.3045	84.1089
23.4061	84.1183
23.5077	84.156
23.6093	84.1748
23.7109	84.1937
23.8125	84.2031
23.9014	84.2313
24.003	84.2596
24.1173	84.2879
24.2062	84.3255
24.3078	84.3538
24.4094	84.3726
24.511	84.4574
24.6126	84.4763
24.7015	84.5139
24.8031	84.5139
24.9047	84.6081
25.0064	84.6835
25.108	84.7023
25.2096	84.7306
25.3112	84.74
25.4001	84.74
25.5017	84.7683
25.6033	84.7871
25.7049	84.8154
25.8192	84.8531
25.9081	84.8813
26.0224	84.9096
26.1113	84.9472
26.2002	84.9567
26.3145	84.9849
26.4288	84.9943
26.505	85.032
26.6066	85.0414
26.7209	85.0697
26.8098	85.0791
26.9114	85.0791
27.0003	85.0885
27.1019	85.1168
27.2035	85.1168
27.3305	85.1639
27.4067	85.1922
27.521	85.2016
27.6099	85.2487
27.7115	85.2581
27.8131	85.2958
27.902	85.324
28.0036	85.3523
28.1306	85.3711
28.2195	85.39
28.3084	85.4182
28.4481	85.4277
28.5116	85.4465
28.6005	85.4748
28.7148	85.5124
28.8164	85.5501
28.9053	85.5595
29.0069	85.5972
29.1085	85.6255
29.2228	85.6349
29.3117	85.6443
29.4006	85.6537
29.5022	85.6726
29.6038	85.682
29.7054	85.6914
29.807	85.7197
29.9086	85.7668
30.0102	85.8044
30.1118	85.8139
30.2007	85.8233
30.3023	85.8421
30.4166	85.8798
30.5055	85.9081
30.6071	85.9363
30.7087	85.9363
30.8103	85.9457
30.9119	85.9552
31.0008	85.9552
31.1024	85.9646
31.204	85.974
31.3056	86.0117
31.4072	86.0588
31.5088	86.0965
31.6231	86.1341
31.7247	86.1624
31.8009	86.1718
31.9025	86.1812
32.0168	86.1907
32.1184	86.1907
32.22	86.2001
32.3089	86.2001
32.4232	86.2001
32.5121	86.2095
32.601	86.2189
32.7026	86.3037
32.8042	86.332
32.9058	86.3696
33.0074	86.3979
