0	0.499812
0	0.500377
0	0.50113
0	0.501601
0	0.502543
0	0.503014
0	0.50405
0.000127	0.504992
0.000127	0.506123
0.000127	0.507159
0.000127	0.508007
0.000127	0.50876
0.000127	0.509608
0.000127	0.510173
0.000127	0.51055
0.000127	0.511492
0.000127	0.512434
0.000127	0.512999
0.000127	0.513941
0.000127	0.514695
0.000127	0.515919
0.000127	0.516767
0.000127	0.517615
0.000127	0.518086
0.000127	0.518745
0.000127	0.519593
0.000127	0.520158
0.000127	0.521289
0.000127	0.522042
0.000127	0.522607
0.000127	0.523738
0.000127	0.524397
0.000127	0.525151
0.000127	0.525998
0.000127	0.526469
0.000127	0.527411
0.000127	0.528071
0.000127	0.528353
0.000127	0.529107
0.000127	0.529955
0.000127	0.530708
0.000127	0.531274
0.000127	0.532216
0.000127	0.532687
0.000127	0.533534
0.000127	0.534288
0.000127	0.535041
0.000127	0.536078
0.000127	0.536925
0.000127	0.537396
0.000127	0.53815
0.000127	0.538715
0.000127	0.53928
0.000127	0.539846
0.000127	0.540599
0.000127	0.541635
0.000127	0.542577
0.000127	0.543142
0.000127	0.543802
0.000127	0.544744
0.000127	0.546063
0.000127	0.546722
0.000127	0.547287
0.000127	0.548041
0.000127	0.5487
0.000127	0.549359
0.000127	0.550019
0.000127	0.550772
0.000127	0.551338
0.000127	0.551903
0.000127	0.552562
0.000127	0.553504
0.000127	0.554635
0.000127	0.555388
0.000127	0.555859
0.000127	0.556424
0.000127	0.557743
0.000127	0.558402
0.000127	0.559344
0.000127	0.560192
0.000127	0.560946
0.000127	0.561417
0.000127	0.561699
0.000127	0.562265
0.000127	0.563018
0.000127	0.56396
0.000127	0.564996
0.000127	0.565938
0.000127	0.566786
0.000254001	0.567822
0.000254001	0.568576
0.000254001	0.569235
0.000254001	0.570271
0.000254001	0.570742
0.000254001	0.571684
0.000254001	0.572626
0.000254001	0.57338
0.000254001	0.574039
0.000254001	0.574699
0.000254001	0.575735
0.000254001	0.576394
0.000254001	0.577242
0.000254001	0.578278
0.000254001	0.579503
0.000254001	0.580727
0.000254001	0.581198
0.000254001	0.58214
0.000254001	0.583082
0.000254001	0.584024
0.000254001	0.584966
0.000381001	0.585908
0.000381001	0.587133
